location,date,vaccine,total_vaccinations
Spain,2021-02-19,Johnson&Johnson,0
Spain,2021-02-19,Moderna,138224
Spain,2021-02-19,Oxford/AstraZeneca,132075
Spain,2021-02-19,Pfizer/BioNTech,2885926
Spain,2021-02-26,Johnson&Johnson,0
Spain,2021-02-26,Moderna,152123
Spain,2021-02-26,Oxford/AstraZeneca,374946
Spain,2021-02-26,Pfizer/BioNTech,3391419
Spain,2021-03-05,Johnson&Johnson,0
Spain,2021-03-05,Moderna,199207
Spain,2021-03-05,Oxford/AstraZeneca,667008
Spain,2021-03-05,Pfizer/BioNTech,3953480
Spain,2021-03-12,Johnson&Johnson,0
Spain,2021-03-12,Moderna,256679
Spain,2021-03-12,Oxford/AstraZeneca,967407
Spain,2021-03-12,Pfizer/BioNTech,4519191
Spain,2021-03-19,Johnson&Johnson,0
Spain,2021-03-19,Moderna,343629
Spain,2021-03-19,Oxford/AstraZeneca,1004307
Spain,2021-03-19,Pfizer/BioNTech,5085482
Spain,2021-03-26,Johnson&Johnson,0
Spain,2021-03-26,Moderna,444546
Spain,2021-03-26,Oxford/AstraZeneca,1426701
Spain,2021-03-26,Pfizer/BioNTech,5780983
Spain,2021-04-02,Johnson&Johnson,0
Spain,2021-04-02,Moderna,546676
Spain,2021-04-02,Oxford/AstraZeneca,1939385
Spain,2021-04-02,Pfizer/BioNTech,6452838
Spain,2021-04-09,Johnson&Johnson,0
Spain,2021-04-09,Moderna,615908
Spain,2021-04-09,Oxford/AstraZeneca,2635901
Spain,2021-04-09,Pfizer/BioNTech,7683621
Spain,2021-04-16,Johnson&Johnson,0
Spain,2021-04-16,Moderna,789409
Spain,2021-04-16,Oxford/AstraZeneca,3169151
Spain,2021-04-16,Pfizer/BioNTech,8969036
Spain,2021-04-23,Johnson&Johnson,33897
Spain,2021-04-23,Moderna,960064
Spain,2021-04-23,Oxford/AstraZeneca,3564090
Spain,2021-04-23,Pfizer/BioNTech,10247432
Spain,2021-04-30,Johnson&Johnson,131914
Spain,2021-04-30,Moderna,1122376
Spain,2021-04-30,Oxford/AstraZeneca,3954446
Spain,2021-04-30,Pfizer/BioNTech,12015454
Spain,2021-05-07,Johnson&Johnson,192773
Spain,2021-05-07,Moderna,1333925
Spain,2021-05-07,Oxford/AstraZeneca,4589492
Spain,2021-05-07,Pfizer/BioNTech,13776737
Spain,2021-05-14,Johnson&Johnson,227083
Spain,2021-05-14,Moderna,1775196
Spain,2021-05-14,Oxford/AstraZeneca,4826026
Spain,2021-05-14,Pfizer/BioNTech,15538967
Spain,2021-05-21,Johnson&Johnson,324209
Spain,2021-05-21,Moderna,2141537
Spain,2021-05-21,Oxford/AstraZeneca,4936361
Spain,2021-05-21,Pfizer/BioNTech,17295411
Spain,2021-05-28,Johnson&Johnson,438265
Spain,2021-05-28,Moderna,2478408
Spain,2021-05-28,Oxford/AstraZeneca,5112282
Spain,2021-05-28,Pfizer/BioNTech,18879814
Spain,2021-06-04,Johnson&Johnson,624139
Spain,2021-06-04,Moderna,2745518
Spain,2021-06-04,Oxford/AstraZeneca,5481993
Spain,2021-06-04,Pfizer/BioNTech,20996560
Spain,2021-06-11,Johnson&Johnson,851511
Spain,2021-06-11,Moderna,3129933
Spain,2021-06-11,Oxford/AstraZeneca,5791954
Spain,2021-06-11,Pfizer/BioNTech,23388116
Spain,2021-06-18,Johnson&Johnson,1035851
Spain,2021-06-18,Moderna,3477418
Spain,2021-06-18,Oxford/AstraZeneca,6143659
Spain,2021-06-18,Pfizer/BioNTech,25660682
Spain,2021-06-25,Johnson&Johnson,1196164
Spain,2021-06-25,Moderna,3741642
Spain,2021-06-25,Oxford/AstraZeneca,6853427
Spain,2021-06-25,Pfizer/BioNTech,28116674
Spain,2021-07-02,Johnson&Johnson,1242672
Spain,2021-07-02,Moderna,3792824
Spain,2021-07-02,Oxford/AstraZeneca,7221390
Spain,2021-07-02,Pfizer/BioNTech,28924331
Sweden,2021-01-01,Pfizer/BioNTech,2323
Sweden,2021-01-08,Pfizer/BioNTech,51340
Sweden,2021-01-15,Moderna,93
Sweden,2021-01-15,Pfizer/BioNTech,128790
Sweden,2021-01-22,Moderna,5336
Sweden,2021-01-22,Pfizer/BioNTech,236520
Sweden,2021-01-29,Moderna,8082
Sweden,2021-01-29,Pfizer/BioNTech,322855
Sweden,2021-02-05,Moderna,12374
Sweden,2021-02-05,Oxford/AstraZeneca,0
Sweden,2021-02-05,Pfizer/BioNTech,417851
Sweden,2021-02-12,Moderna,23088
Sweden,2021-02-12,Oxford/AstraZeneca,8725
Sweden,2021-02-12,Pfizer/BioNTech,513756
Sweden,2021-02-19,Moderna,38794
Sweden,2021-02-19,Oxford/AstraZeneca,35935
Sweden,2021-02-19,Pfizer/BioNTech,621397
Sweden,2021-02-26,Moderna,48246
Sweden,2021-02-26,Oxford/AstraZeneca,74369
Sweden,2021-02-26,Pfizer/BioNTech,726244
Sweden,2021-03-05,Moderna,61336
Sweden,2021-03-05,Oxford/AstraZeneca,141235
Sweden,2021-03-05,Pfizer/BioNTech,832244
Sweden,2021-03-12,Moderna,84425
Sweden,2021-03-12,Oxford/AstraZeneca,211470
Sweden,2021-03-12,Pfizer/BioNTech,956950
Sweden,2021-03-19,Moderna,112269
Sweden,2021-03-19,Oxford/AstraZeneca,222280
Sweden,2021-03-19,Pfizer/BioNTech,1090841
Sweden,2021-03-26,Moderna,147928
Sweden,2021-03-26,Oxford/AstraZeneca,228971
Sweden,2021-03-26,Pfizer/BioNTech,1245882
Sweden,2021-04-02,Moderna,167213
Sweden,2021-04-02,Oxford/AstraZeneca,301963
Sweden,2021-04-02,Pfizer/BioNTech,1417677
Sweden,2021-04-09,Moderna,205700
Sweden,2021-04-09,Oxford/AstraZeneca,410791
Sweden,2021-04-09,Pfizer/BioNTech,1614984
Sweden,2021-04-16,Moderna,234329
Sweden,2021-04-16,Oxford/AstraZeneca,572656
Sweden,2021-04-16,Pfizer/BioNTech,1897905
Sweden,2021-04-23,Moderna,273225
Sweden,2021-04-23,Oxford/AstraZeneca,667559
Sweden,2021-04-23,Pfizer/BioNTech,2203484
Sweden,2021-04-30,Moderna,303875
Sweden,2021-04-30,Oxford/AstraZeneca,702813
Sweden,2021-04-30,Pfizer/BioNTech,2533696
Sweden,2021-05-07,Moderna,352546
Sweden,2021-05-07,Oxford/AstraZeneca,721239
Sweden,2021-05-07,Pfizer/BioNTech,2921765
Sweden,2021-05-14,Moderna,389821
Sweden,2021-05-14,Oxford/AstraZeneca,750801
Sweden,2021-05-14,Pfizer/BioNTech,3272552
Sweden,2021-05-21,Moderna,453189
Sweden,2021-05-21,Oxford/AstraZeneca,792701
Sweden,2021-05-21,Pfizer/BioNTech,3613280
Sweden,2021-05-28,Moderna,506842
Sweden,2021-05-28,Oxford/AstraZeneca,815454
Sweden,2021-05-28,Pfizer/BioNTech,3988043
Sweden,2021-06-04,Moderna,573962
Sweden,2021-06-04,Oxford/AstraZeneca,864891
Sweden,2021-06-04,Pfizer/BioNTech,4444369
Sweden,2021-06-11,Moderna,635546
Sweden,2021-06-11,Oxford/AstraZeneca,928302
Sweden,2021-06-11,Pfizer/BioNTech,4939653
Sweden,2021-06-18,Moderna,693719
Sweden,2021-06-18,Oxford/AstraZeneca,1049063
Sweden,2021-06-18,Pfizer/BioNTech,5442484
Sweden,2021-06-25,Moderna,737132
Sweden,2021-06-25,Oxford/AstraZeneca,1149463
Sweden,2021-06-25,Pfizer/BioNTech,5849651
Sweden,2021-07-02,Moderna,748840
Sweden,2021-07-02,Oxford/AstraZeneca,1184649
Sweden,2021-07-02,Pfizer/BioNTech,5910598
Switzerland,2021-02-14,Moderna,226504
Switzerland,2021-02-14,Pfizer/BioNTech,312739
Switzerland,2021-02-15,Moderna,235877
Switzerland,2021-02-15,Pfizer/BioNTech,322027
Switzerland,2021-02-16,Moderna,249274
Switzerland,2021-02-16,Pfizer/BioNTech,333465
Switzerland,2021-02-17,Moderna,262232
Switzerland,2021-02-17,Pfizer/BioNTech,344972
Switzerland,2021-02-18,Moderna,277286
Switzerland,2021-02-18,Pfizer/BioNTech,358368
Switzerland,2021-02-19,Moderna,289329
Switzerland,2021-02-19,Pfizer/BioNTech,370577
Switzerland,2021-02-20,Moderna,293993
Switzerland,2021-02-20,Pfizer/BioNTech,373120
Switzerland,2021-02-21,Moderna,294765
Switzerland,2021-02-21,Pfizer/BioNTech,374150
Switzerland,2021-02-22,Moderna,305766
Switzerland,2021-02-22,Pfizer/BioNTech,383072
Switzerland,2021-02-23,Moderna,321838
Switzerland,2021-02-23,Pfizer/BioNTech,393652
Switzerland,2021-02-24,Moderna,338968
Switzerland,2021-02-24,Pfizer/BioNTech,404976
Switzerland,2021-02-25,Moderna,356718
Switzerland,2021-02-25,Pfizer/BioNTech,416484
Switzerland,2021-02-26,Moderna,372421
Switzerland,2021-02-26,Pfizer/BioNTech,425557
Switzerland,2021-02-27,Moderna,376460
Switzerland,2021-02-27,Pfizer/BioNTech,427946
Switzerland,2021-02-28,Moderna,377519
Switzerland,2021-02-28,Pfizer/BioNTech,428872
Switzerland,2021-03-01,Moderna,390637
Switzerland,2021-03-01,Pfizer/BioNTech,437883
Switzerland,2021-03-02,Moderna,405640
Switzerland,2021-03-02,Pfizer/BioNTech,448715
Switzerland,2021-03-03,Moderna,423416
Switzerland,2021-03-03,Pfizer/BioNTech,463118
Switzerland,2021-03-04,Moderna,442368
Switzerland,2021-03-04,Pfizer/BioNTech,477113
Switzerland,2021-03-05,Moderna,458168
Switzerland,2021-03-05,Pfizer/BioNTech,490431
Switzerland,2021-03-06,Moderna,461773
Switzerland,2021-03-06,Pfizer/BioNTech,493093
Switzerland,2021-03-07,Moderna,462804
Switzerland,2021-03-07,Pfizer/BioNTech,494227
Switzerland,2021-03-08,Moderna,474456
Switzerland,2021-03-08,Pfizer/BioNTech,505838
Switzerland,2021-03-09,Moderna,490532
Switzerland,2021-03-09,Pfizer/BioNTech,520209
Switzerland,2021-03-10,Moderna,506154
Switzerland,2021-03-10,Pfizer/BioNTech,534932
Switzerland,2021-03-11,Moderna,522871
Switzerland,2021-03-11,Pfizer/BioNTech,550205
Switzerland,2021-03-12,Moderna,536663
Switzerland,2021-03-12,Pfizer/BioNTech,563586
Switzerland,2021-03-13,Moderna,540821
Switzerland,2021-03-13,Pfizer/BioNTech,565428
Switzerland,2021-03-14,Moderna,541392
Switzerland,2021-03-14,Pfizer/BioNTech,566295
Switzerland,2021-03-15,Moderna,551453
Switzerland,2021-03-15,Pfizer/BioNTech,577268
Switzerland,2021-03-16,Moderna,564508
Switzerland,2021-03-16,Pfizer/BioNTech,593239
Switzerland,2021-03-17,Moderna,578557
Switzerland,2021-03-17,Pfizer/BioNTech,611273
Switzerland,2021-03-18,Moderna,593054
Switzerland,2021-03-18,Pfizer/BioNTech,629385
Switzerland,2021-03-19,Moderna,604882
Switzerland,2021-03-19,Pfizer/BioNTech,644748
Switzerland,2021-03-20,Moderna,608110
Switzerland,2021-03-20,Pfizer/BioNTech,647613
Switzerland,2021-03-21,Moderna,608249
Switzerland,2021-03-21,Pfizer/BioNTech,648822
Switzerland,2021-03-22,Moderna,619381
Switzerland,2021-03-22,Pfizer/BioNTech,662623
Switzerland,2021-03-23,Moderna,635877
Switzerland,2021-03-23,Pfizer/BioNTech,678423
Switzerland,2021-03-24,Moderna,655106
Switzerland,2021-03-24,Pfizer/BioNTech,694775
Switzerland,2021-03-25,Moderna,679789
Switzerland,2021-03-25,Pfizer/BioNTech,708896
Switzerland,2021-03-26,Moderna,700825
Switzerland,2021-03-26,Pfizer/BioNTech,723923
Switzerland,2021-03-27,Moderna,707457
Switzerland,2021-03-27,Pfizer/BioNTech,727218
Switzerland,2021-03-28,Moderna,709487
Switzerland,2021-03-28,Pfizer/BioNTech,729514
Switzerland,2021-03-29,Moderna,729890
Switzerland,2021-03-29,Pfizer/BioNTech,742236
Switzerland,2021-03-30,Moderna,755479
Switzerland,2021-03-30,Pfizer/BioNTech,757815
Switzerland,2021-03-31,Moderna,778038
Switzerland,2021-03-31,Pfizer/BioNTech,774130
Switzerland,2021-04-01,Moderna,801522
Switzerland,2021-04-01,Pfizer/BioNTech,791755
Switzerland,2021-04-02,Moderna,806828
Switzerland,2021-04-02,Pfizer/BioNTech,797063
Switzerland,2021-04-03,Moderna,809151
Switzerland,2021-04-03,Pfizer/BioNTech,801191
Switzerland,2021-04-04,Moderna,809746
Switzerland,2021-04-04,Pfizer/BioNTech,802306
Switzerland,2021-04-05,Moderna,811835
Switzerland,2021-04-05,Pfizer/BioNTech,806105
Switzerland,2021-04-06,Moderna,829318
Switzerland,2021-04-06,Pfizer/BioNTech,826949
Switzerland,2021-04-07,Moderna,850807
Switzerland,2021-04-07,Pfizer/BioNTech,852023
Switzerland,2021-04-08,Moderna,876517
Switzerland,2021-04-08,Pfizer/BioNTech,878047
Switzerland,2021-04-09,Moderna,902110
Switzerland,2021-04-09,Pfizer/BioNTech,900134
Switzerland,2021-04-10,Moderna,911139
Switzerland,2021-04-10,Pfizer/BioNTech,905601
Switzerland,2021-04-11,Moderna,913927
Switzerland,2021-04-11,Pfizer/BioNTech,907890
Switzerland,2021-04-12,Moderna,931851
Switzerland,2021-04-12,Pfizer/BioNTech,934574
Switzerland,2021-04-13,Moderna,955584
Switzerland,2021-04-13,Pfizer/BioNTech,964976
Switzerland,2021-04-14,Moderna,981105
Switzerland,2021-04-14,Pfizer/BioNTech,996607
Switzerland,2021-04-15,Moderna,1009227
Switzerland,2021-04-15,Pfizer/BioNTech,1026573
Switzerland,2021-04-16,Moderna,1036464
Switzerland,2021-04-16,Pfizer/BioNTech,1053899
Switzerland,2021-04-17,Moderna,1047550
Switzerland,2021-04-17,Pfizer/BioNTech,1060753
Switzerland,2021-04-18,Moderna,1049510
Switzerland,2021-04-18,Pfizer/BioNTech,1065452
Switzerland,2021-04-19,Moderna,1071020
Switzerland,2021-04-19,Pfizer/BioNTech,1096165
Switzerland,2021-04-20,Moderna,1101166
Switzerland,2021-04-20,Pfizer/BioNTech,1130334
Switzerland,2021-04-21,Moderna,1135304
Switzerland,2021-04-21,Pfizer/BioNTech,1164495
Switzerland,2021-04-22,Moderna,1177595
Switzerland,2021-04-22,Pfizer/BioNTech,1196722
Switzerland,2021-04-23,Moderna,1212116
Switzerland,2021-04-23,Pfizer/BioNTech,1229031
Switzerland,2021-04-24,Moderna,1229928
Switzerland,2021-04-24,Pfizer/BioNTech,1238404
Switzerland,2021-04-25,Moderna,1235554
Switzerland,2021-04-25,Pfizer/BioNTech,1245245
Switzerland,2021-04-26,Moderna,1265316
Switzerland,2021-04-26,Pfizer/BioNTech,1272656
Switzerland,2021-04-27,Moderna,1306134
Switzerland,2021-04-27,Pfizer/BioNTech,1306160
Switzerland,2021-04-28,Moderna,1345816
Switzerland,2021-04-28,Pfizer/BioNTech,1341151
Switzerland,2021-04-29,Moderna,1386432
Switzerland,2021-04-29,Pfizer/BioNTech,1373168
Switzerland,2021-04-30,Moderna,1422428
Switzerland,2021-04-30,Pfizer/BioNTech,1401730
Switzerland,2021-05-01,Moderna,1439830
Switzerland,2021-05-01,Pfizer/BioNTech,1414428
Switzerland,2021-05-02,Moderna,1446101
Switzerland,2021-05-02,Pfizer/BioNTech,1420763
Switzerland,2021-05-03,Moderna,1474581
Switzerland,2021-05-03,Pfizer/BioNTech,1453111
Switzerland,2021-05-04,Moderna,1513964
Switzerland,2021-05-04,Pfizer/BioNTech,1489392
Switzerland,2021-05-05,Moderna,1559271
Switzerland,2021-05-05,Pfizer/BioNTech,1523752
Switzerland,2021-05-06,Moderna,1614057
Switzerland,2021-05-06,Pfizer/BioNTech,1558706
Switzerland,2021-05-07,Moderna,1670245
Switzerland,2021-05-07,Pfizer/BioNTech,1587649
Switzerland,2021-05-08,Moderna,1695976
Switzerland,2021-05-08,Pfizer/BioNTech,1602351
Switzerland,2021-05-09,Moderna,1707929
Switzerland,2021-05-09,Pfizer/BioNTech,1608032
Switzerland,2021-05-10,Moderna,1756399
Switzerland,2021-05-10,Pfizer/BioNTech,1640825
Switzerland,2021-05-11,Moderna,1814842
Switzerland,2021-05-11,Pfizer/BioNTech,1678472
Switzerland,2021-05-12,Moderna,1875387
Switzerland,2021-05-12,Pfizer/BioNTech,1717360
Switzerland,2021-05-13,Moderna,1904001
Switzerland,2021-05-13,Pfizer/BioNTech,1734970
Switzerland,2021-05-14,Moderna,1956210
Switzerland,2021-05-14,Pfizer/BioNTech,1764234
Switzerland,2021-05-15,Moderna,1985632
Switzerland,2021-05-15,Pfizer/BioNTech,1778904
Switzerland,2021-05-16,Moderna,1997648
Switzerland,2021-05-16,Pfizer/BioNTech,1786297
Switzerland,2021-05-17,Moderna,2048942
Switzerland,2021-05-17,Pfizer/BioNTech,1819591
Switzerland,2021-05-18,Moderna,2111914
Switzerland,2021-05-18,Pfizer/BioNTech,1857129
Switzerland,2021-05-19,Moderna,2182042
Switzerland,2021-05-19,Pfizer/BioNTech,1892121
Switzerland,2021-05-20,Moderna,2257000
Switzerland,2021-05-20,Pfizer/BioNTech,1926690
Switzerland,2021-05-21,Moderna,2325136
Switzerland,2021-05-21,Pfizer/BioNTech,1960454
Switzerland,2021-05-22,Moderna,2358924
Switzerland,2021-05-22,Pfizer/BioNTech,1974312
Switzerland,2021-05-23,Moderna,2372876
Switzerland,2021-05-23,Pfizer/BioNTech,1979386
Switzerland,2021-05-24,Moderna,2407112
Switzerland,2021-05-24,Pfizer/BioNTech,1995694
Switzerland,2021-05-25,Moderna,2473182
Switzerland,2021-05-25,Pfizer/BioNTech,2031528
Switzerland,2021-05-26,Moderna,2544659
Switzerland,2021-05-26,Pfizer/BioNTech,2067860
Switzerland,2021-05-27,Moderna,2620160
Switzerland,2021-05-27,Pfizer/BioNTech,2100120
Switzerland,2021-05-28,Moderna,2692278
Switzerland,2021-05-28,Pfizer/BioNTech,2132673
Switzerland,2021-05-29,Moderna,2730774
Switzerland,2021-05-29,Pfizer/BioNTech,2148649
Switzerland,2021-05-30,Moderna,2746342
Switzerland,2021-05-30,Pfizer/BioNTech,2158042
Switzerland,2021-05-31,Moderna,2806004
Switzerland,2021-05-31,Pfizer/BioNTech,2191911
Switzerland,2021-06-01,Moderna,2879142
Switzerland,2021-06-01,Pfizer/BioNTech,2227117
Switzerland,2021-06-02,Moderna,2962454
Switzerland,2021-06-02,Pfizer/BioNTech,2258337
Switzerland,2021-06-03,Moderna,3041351
Switzerland,2021-06-03,Pfizer/BioNTech,2282511
Switzerland,2021-06-04,Moderna,3127362
Switzerland,2021-06-04,Pfizer/BioNTech,2307161
Switzerland,2021-06-05,Moderna,3182903
Switzerland,2021-06-05,Pfizer/BioNTech,2325124
Switzerland,2021-06-06,Moderna,3203508
Switzerland,2021-06-06,Pfizer/BioNTech,2332672
Switzerland,2021-06-07,Moderna,3281964
Switzerland,2021-06-07,Pfizer/BioNTech,2355871
Switzerland,2021-06-08,Moderna,3369443
Switzerland,2021-06-08,Pfizer/BioNTech,2380258
Switzerland,2021-06-09,Moderna,3458206
Switzerland,2021-06-09,Pfizer/BioNTech,2404960
Switzerland,2021-06-10,Moderna,3541962
Switzerland,2021-06-10,Pfizer/BioNTech,2426567
Switzerland,2021-06-11,Moderna,3624692
Switzerland,2021-06-11,Pfizer/BioNTech,2451654
Switzerland,2021-06-12,Moderna,3678184
Switzerland,2021-06-12,Pfizer/BioNTech,2469033
Switzerland,2021-06-13,Moderna,3697870
Switzerland,2021-06-13,Pfizer/BioNTech,2476508
Switzerland,2021-06-14,Moderna,3773945
Switzerland,2021-06-14,Pfizer/BioNTech,2498188
Switzerland,2021-06-15,Moderna,3857419
Switzerland,2021-06-15,Pfizer/BioNTech,2518667
Switzerland,2021-06-16,Moderna,3942737
Switzerland,2021-06-16,Pfizer/BioNTech,2537570
Switzerland,2021-06-17,Moderna,4030844
Switzerland,2021-06-17,Pfizer/BioNTech,2555675
Switzerland,2021-06-18,Moderna,4113589
Switzerland,2021-06-18,Pfizer/BioNTech,2575016
Switzerland,2021-06-19,Moderna,4161120
Switzerland,2021-06-19,Pfizer/BioNTech,2590513
Switzerland,2021-06-20,Moderna,4178232
Switzerland,2021-06-20,Pfizer/BioNTech,2595343
Switzerland,2021-06-21,Moderna,4248980
Switzerland,2021-06-21,Pfizer/BioNTech,2612259
Switzerland,2021-06-22,Moderna,4324970
Switzerland,2021-06-22,Pfizer/BioNTech,2627911
Switzerland,2021-06-23,Moderna,4400288
Switzerland,2021-06-23,Pfizer/BioNTech,2642589
Switzerland,2021-06-24,Moderna,4472895
Switzerland,2021-06-24,Pfizer/BioNTech,2657529
Switzerland,2021-06-25,Moderna,4542989
Switzerland,2021-06-25,Pfizer/BioNTech,2673995
Switzerland,2021-06-26,Moderna,4583470
Switzerland,2021-06-26,Pfizer/BioNTech,2684121
Switzerland,2021-06-27,Moderna,4597135
Switzerland,2021-06-27,Pfizer/BioNTech,2688886
Switzerland,2021-06-28,Moderna,4659087
Switzerland,2021-06-28,Pfizer/BioNTech,2701130
Switzerland,2021-06-29,Moderna,4723597
Switzerland,2021-06-29,Pfizer/BioNTech,2714822
Switzerland,2021-06-30,Moderna,4793404
Switzerland,2021-06-30,Pfizer/BioNTech,2728795
United States,2021-01-12,Moderna,3835859
United States,2021-01-12,Pfizer/BioNTech,5488697
United States,2021-01-13,Moderna,4249795
United States,2021-01-13,Pfizer/BioNTech,6025872
United States,2021-01-15,Moderna,5122662
United States,2021-01-15,Pfizer/BioNTech,7153268
United States,2021-01-19,Moderna,6828561
United States,2021-01-19,Pfizer/BioNTech,8874811
United States,2021-01-20,Moderna,7239750
United States,2021-01-20,Pfizer/BioNTech,9281063
United States,2021-01-21,Moderna,7724683
United States,2021-01-21,Pfizer/BioNTech,9817027
United States,2021-01-22,Moderna,8407909
United States,2021-01-22,Pfizer/BioNTech,10695066
United States,2021-01-23,Moderna,9061112
United States,2021-01-23,Pfizer/BioNTech,11471457
United States,2021-01-24,Moderna,9689497
United States,2021-01-24,Pfizer/BioNTech,12153536
United States,2021-01-25,Moderna,10084432
United States,2021-01-25,Pfizer/BioNTech,12551999
United States,2021-01-26,Moderna,10431466
United States,2021-01-26,Pfizer/BioNTech,13009981
United States,2021-01-27,Moderna,11001991
United States,2021-01-27,Pfizer/BioNTech,13550835
United States,2021-01-28,Moderna,11737592
United States,2021-01-28,Pfizer/BioNTech,14355980
United States,2021-01-29,Moderna,12619210
United States,2021-01-29,Pfizer/BioNTech,15164858
United States,2021-01-30,Moderna,13499942
United States,2021-01-30,Pfizer/BioNTech,15977015
United States,2021-01-31,Moderna,14246089
United States,2021-01-31,Pfizer/BioNTech,16775916
United States,2021-02-01,Moderna,14756609
United States,2021-02-01,Pfizer/BioNTech,17364398
United States,2021-02-02,Moderna,15006565
United States,2021-02-02,Pfizer/BioNTech,17672866
United States,2021-02-03,Moderna,15567188
United States,2021-02-03,Pfizer/BioNTech,18209204
United States,2021-02-04,Moderna,16260102
United States,2021-02-04,Pfizer/BioNTech,18841309
United States,2021-02-05,Moderna,17133644
United States,2021-02-05,Pfizer/BioNTech,19582865
United States,2021-02-06,Moderna,18336515
United States,2021-02-06,Pfizer/BioNTech,20598212
United States,2021-02-07,Moderna,19485089
United States,2021-02-07,Pfizer/BioNTech,21622193
United States,2021-02-08,Moderna,20066305
United States,2021-02-08,Pfizer/BioNTech,22247484
United States,2021-02-09,Moderna,20416765
United States,2021-02-09,Pfizer/BioNTech,22685406
United States,2021-02-10,Moderna,21189540
United States,2021-02-10,Pfizer/BioNTech,23475749
United States,2021-02-11,Moderna,22038088
United States,2021-02-11,Pfizer/BioNTech,24246868
United States,2021-02-12,Moderna,23111715
United States,2021-02-12,Pfizer/BioNTech,25192628
United States,2021-02-13,Moderna,24297615
United States,2021-02-13,Pfizer/BioNTech,26237417
United States,2021-02-14,Moderna,25505313
United States,2021-02-14,Pfizer/BioNTech,27271797
United States,2021-02-16,Moderna,26738383
United States,2021-02-16,Pfizer/BioNTech,28374410
United States,2021-02-17,Moderna,27287041
United States,2021-02-17,Pfizer/BioNTech,28886690
United States,2021-02-18,Moderna,28043413
United States,2021-02-18,Pfizer/BioNTech,29585627
United States,2021-02-19,Moderna,29044336
United States,2021-02-19,Pfizer/BioNTech,30431247
United States,2021-02-20,Moderna,29909492
United States,2021-02-20,Pfizer/BioNTech,31270062
United States,2021-02-21,Moderna,30747615
United States,2021-02-21,Pfizer/BioNTech,32232422
United States,2021-02-22,Moderna,31212925
United States,2021-02-22,Pfizer/BioNTech,32853883
United States,2021-02-23,Moderna,31569021
United States,2021-02-23,Pfizer/BioNTech,33352170
United States,2021-02-24,Moderna,32194245
United States,2021-02-24,Pfizer/BioNTech,34159027
United States,2021-02-25,Moderna,33066503
United States,2021-02-25,Pfizer/BioNTech,35095003
United States,2021-02-26,Moderna,34181226
United States,2021-02-26,Pfizer/BioNTech,36159403
United States,2021-02-27,Moderna,35422721
United States,2021-02-27,Pfizer/BioNTech,37269195
United States,2021-02-28,Moderna,36694414
United States,2021-02-28,Pfizer/BioNTech,38426567
United States,2021-03-01,Moderna,37522293
United States,2021-03-01,Pfizer/BioNTech,39262524
United States,2021-03-02,Moderna,38319678
United States,2021-03-02,Pfizer/BioNTech,40196532
United States,2021-03-03,Moderna,39248180
United States,2021-03-03,Pfizer/BioNTech,41175807
United States,2021-03-04,Moderna,40261524
United States,2021-03-04,Pfizer/BioNTech,42193285
United States,2021-03-05,Moderna,41507728
United States,2021-03-05,Pfizer/BioNTech,43373717
United States,2021-03-06,Moderna,42977312
United States,2021-03-06,Pfizer/BioNTech,44774584
United States,2021-03-07,Moderna,44195607
United States,2021-03-07,Pfizer/BioNTech,45932122
United States,2021-03-08,Johnson&Johnson,208590
United States,2021-03-08,Moderna,44936695
United States,2021-03-08,Pfizer/BioNTech,46824290
United States,2021-03-09,Johnson&Johnson,308181
United States,2021-03-09,Moderna,45635740
United States,2021-03-09,Pfizer/BioNTech,47628226
United States,2021-03-10,Johnson&Johnson,458911
United States,2021-03-10,Moderna,46535646
United States,2021-03-10,Pfizer/BioNTech,48605159
United States,2021-03-11,Johnson&Johnson,638469
United States,2021-03-11,Moderna,47733656
United States,2021-03-11,Pfizer/BioNTech,49708920
United States,2021-03-12,Johnson&Johnson,873726
United States,2021-03-12,Moderna,49169578
United States,2021-03-12,Pfizer/BioNTech,50960400
United States,2021-03-13,Johnson&Johnson,1189207
United States,2021-03-13,Moderna,51292130
United States,2021-03-13,Pfizer/BioNTech,53096054
United States,2021-03-14,Johnson&Johnson,1273958
United States,2021-03-14,Moderna,51951820
United States,2021-03-14,Pfizer/BioNTech,53708091
United States,2021-03-15,Johnson&Johnson,1428465
United States,2021-03-15,Moderna,52883263
United States,2021-03-15,Pfizer/BioNTech,54643581
United States,2021-03-16,Johnson&Johnson,1569675
United States,2021-03-16,Moderna,53647312
United States,2021-03-16,Pfizer/BioNTech,55393141
United States,2021-03-17,Johnson&Johnson,1766131
United States,2021-03-17,Moderna,54643195
United States,2021-03-17,Pfizer/BioNTech,56499018
United States,2021-03-18,Johnson&Johnson,1911052
United States,2021-03-18,Moderna,55811286
United States,2021-03-18,Pfizer/BioNTech,57876875
United States,2021-03-19,Johnson&Johnson,2025349
United States,2021-03-19,Moderna,56941640
United States,2021-03-19,Pfizer/BioNTech,59214724
United States,2021-03-20,Johnson&Johnson,2163681
United States,2021-03-20,Moderna,58294583
United States,2021-03-20,Pfizer/BioNTech,60849627
United States,2021-03-21,Johnson&Johnson,2298614
United States,2021-03-21,Moderna,59518840
United States,2021-03-21,Pfizer/BioNTech,62529418
United States,2021-03-22,Johnson&Johnson,2406337
United States,2021-03-22,Moderna,60275003
United States,2021-03-22,Pfizer/BioNTech,63693721
